span,img_urls,ctype,index,block_num,merge_contents,doc_group,h1,h2,h3
"""('HyundaiSansTextKR', 0, 9)""",,text,,18_2,"다음과 같은 원인으로 V2L이 중단된 경우, 경고문이 표시됩니다. V2L 커넥터 스위치 꺼짐 V2L 커넥터 과열 V2L 실내 콘센트 사용 중 충전 도어 열림V2L 커넥터 및 차량 실내 콘센트에 문제가 없는지 확인하십시오. ",20,전기차 시작하기,EV 모드,전기 사용 설정 (V2L)
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,18_3,충전소 검색,21,전기차 시작하기,EV 모드,충전소 검색
"""('HyundaiSansTextKR', 0, 9)""",,text,,18_4,화면에서 ‘지도’를 선택하면 전기차 충전소의실시간 정보를 바로 확인할 수 있습니다.,21,전기차 시작하기,EV 모드,충전소 검색
,./image/ioniq5_2024/18_5_img.jpeg,image,,18_5,,21,전기차 시작하기,EV 모드,충전소 검색
"""('HyundaiSansTextKR', 0, 9)""",,text,,18_7,화면에서 ‘충전소 검색’을 선택하십시오. ,21,전기차 시작하기,EV 모드,충전소 검색
,./image/ioniq5_2024/18_8_img.jpeg,image,,18_8,,21,전기차 시작하기,EV 모드,충전소 검색
"""('HyundaiSansTextKR', 0, 9)""",,text,,18_9,"경로 주변, 현재 위치 주변, 목적지 주변, 선택지 주변 또는 관심 충전소가 검색됩니다. 원하는 충전소를 선택하면 해당 충전소의 상세 정보를 볼 수 있습니다.",21,전기차 시작하기,EV 모드,충전소 검색
,./image/ioniq5_2024/18_10_img.png,image,,18_10,,21,전기차 시작하기,EV 모드,충전소 검색
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,18_13,  블루링크 서비스를 가입하면 충전소 사용 가능 여부가 표시됩니다. 차량 내 결제 앱의 현대 카페이 기능을 통해제휴 충전소나 주차장에서 실물 카드 없이편리하게 결제할 수 있습니다.인포테인먼트 시스템은 업데이트로 변경될수 있습니다. 자세한 내용은 인포테인먼트시스템 또는 간편 설명서의 웹 매뉴얼을 참고하십시오. ,21,전기차 시작하기,EV 모드,충전소 검색
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,19_0,EV 설정,22,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/19_1_img.jpeg,image,,19_1,,22,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 0, 9)""",,text,,19_2,"화면에서 ‘EV 설정’을 선택하십시오.충전 목표 배터리량, 충전 전류, 배터리 컨디셔닝 모드 및 유틸리티 모드 기능을 설정할 수 있습니다. ",22,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,19_3,충전 목표 배터리량 설정,23,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/19_4_img.png,image,,19_4,,23,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/19_6_img.png,image,,19_6,,23,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,19_7," 급속 충전이나 완속 충전할 때, 배터리 목표충전량을 설정하여 운전자가 원하는 최종 충전량을 선택할 수 있습니다.",23,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,19_8, 50 ~ 100% 까지 10% 단위로 배터리 충전량을 변경할 수 있습니다. 배터리 목표 충전량이 현재 배터리 충전량보다 낮을 경우 충전할 수 없습니다.,23,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,19_9,충전 전류 설정,24,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/19_10_img.png,image,,19_10,,24,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,19_11, 완속 충전을 할 때 고정용 또는 휴대용 충전케이블에 적합한 완속 충전 전류를 선택할수 있습니다. 완속 충전기 또는 휴대용 충전 케이블로 충전할 때 충전이 되지 않거나 충전이 중단되면 입력 전류 크기를 조정하여 충전을 다시해보십시오. 충전 전류 설정에 따라 충전 시간이 달라질수 있습니다.,24,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,20_0,배터리 컨디셔닝 모드,25,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/20_1_img.png,image,,20_1,,25,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,20_2," 배터리 컨디셔닝 모드는 구동용(고전압) 배터리의 온도가 낮아 성능이 떨어지는 겨울철에 유용한 기능입니다. 겨울철 주행 성능과급속 충전 성능 유지를 위해 배터리 컨디셔닝 모드의 사용을 권장합니다. 단, 배터리의온도를 높이기 위해서 에너지를 소모하기 때문에 주행 가능 거리가 짧아질 수 있습니다. 배터리 컨디셔닝 모드는 주행 중에 배터리의온도가 낮으면 적정 온도까지 배터리 온도를높여줍니다. 또한, 주행 전 예약 공조 및 원격공조를 실행할 때 배터리 온도가 낮으면 주행 성능을 향상시키기 위해 배터리 컨디셔닝모드가 작동됩니다. 단, 배터리 충전량이 낮은 경우 주행 가능 거리 확보를 위해 작동하지 않습니다.",25,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,20_4," 배터리 컨디셔닝 모드에서 급속 충전소를 목적지로 설정하면, 배터리 온도를 최적화하여 충전 시간을 상온에서 충전하는 수준으로 유지시킬 수 있습니다.단, 배터리 온도를 최적화 하는데 충분한 시간이 필요합니다. ",25,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,20_6,유틸리티 모드,26,전기차 시작하기,EV 모드,EV 설정
,./image/ioniq5_2024/20_7_img.png,image,,20_7,,26,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 0, 9)""",,text,,20_8,"12 V 보조 배터리 대신 구동용(고전압) 배터리를 이용하여 차량 내 여러 편의 장치를 작동시킵니다. 캠핑, 장시간 정차 등 주행이 필요 없을때 전기 장치(오디오, 조명 등)를 장시간 사용할 수 있습니다.",26,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,20_9,기능 설정 및 작동 조건아래 조건이 만족되는 상태에서 유틸리티 모드를 활성화 할 수 있습니다.  클러스터에 ‘‘ 표시등이 켜짐 ‘P’(주차)단 선택 EPB 고장이 아닌 경우,26,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,20_10,"기능 작동 클러스터에 ‘’ 표시등이 꺼지고 유틸리티 모드() 표시등이 켜지며, EPB가체결됩니다.  주행을 제외한 차량 내 모든 전기 장치를 사용할 수 있습니다. EPB 스위치를 눌러 전자식 파킹 브레이크(EPB)를 해제할 수 있습니다. ‘P’(주차)에서 다른 단으로 변속을 시도하면클러스터 표시창에 ‘변속조건이 아닙니다’경고문이 표시됩니다. 유틸리티 모드에서는변속을 할 수 없습니다.",26,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,20_11,기능 해제시동을 ‘OFF’하면 유틸리티 모드가 해제됩니다. ,26,전기차 시작하기,EV 모드,EV 설정
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,21_0,전기 자동차 충전 종류,27,전기차 시작하기,전기 자동차 충전 종류,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,21_1,충전에 대한 정보,28,전기차 시작하기,전기 자동차 충전 종류,충전에 대한 정보
"""('HyundaiSansTextKR', 0, 9)""",,text,,21_2,"충전의 종류에는 공공 충전소의 전용 충전기를 이용하는 완속 및 급속 충전, 가정용 전기 콘센트를이용하는 휴대용 충전 등이 있습니다. 완속 충전: 공공 충전소의 완속 충전기를 이용하여 충전합니다. 차량 화물칸에 수납되어 있는 완속형 충전 케이블(사양 적용 시)을 이용하여 충전하십시오. 자세한 내용은 ‘완속 충전 방법’을 참고하십시오. 급속 충전: 공공 충전소의 급속 충전기를 이용하여 충전합니다. 급속 충전 방법은 각 급속 충전기설치 회사에서 지원하는 별도 매뉴얼을 참고하십시오.급속 충전만을 연속적 또는 반복적으로 사용하면 배터리 성능 및 수명이 감소할 수 있습니다. 긴급하지 않은 평상시에는 완속 충전을 사용하십시오. 휴대용 충전: 충전된 배터리의 용량이 적어 공공 충전소까지 이동하기 어려운 경우, 옵션으로 구입할 수 있는 220 V 휴대용 충전기(ICCB: In Cable Control Box)를 이용하여 충전할 수 있습니다.가정용 전기를 사용할 경우 전기 요금 및 전기 부하 문제가 발생할 수 있습니다.",28,전기차 시작하기,전기 자동차 충전 종류,충전에 대한 정보
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,21_3,충전 시간에 대한 정보,29,전기차 시작하기,전기 자동차 충전 종류,충전 시간에 대한 정보
,./image/ioniq5_2024/21_0_table.jpeg,table,,21_4,"|    | 충전 방법   | 충전 방법   | 기본형                              | 항속형                              |
|---:|:------------|:------------|:------------------------------------|:------------------------------------|
|  0 | 완속 충전   |             | 상온에서 8시간 55분 소요            | 상온에서 11시간 45분 소요           |
|    |             |             | (100%까지 충전 가능)                | (100%까지 충전 가능)                |
|  1 | 급속 충전   | 350KW급     | 상온에서 18분 소요                  | 상온에서 18분 소요                  |
|    |             | 충전기      | (80%기준, 100%까지 충전 가능)       | (80%기준, 100%까지 충전 가능)       |
|  2 |             | 50KW급      | 상온에서 63분 소요                  | 상온에서 73분 소요                  |
|    |             | 충전기      | (80%기준, 100%까지 충전 가능)       | (80%기준, 100%까지 충전 가능)       |
|  3 | 휴대용 충전 |             | 상온에서 약 25시간 50분 이내로 소요 | 상온에서 약 34시간 25분 이내로 소요 |
|    |             |             | (100%까지 충전 가능)                | (100%까지 충전 가능)                |",29,전기차 시작하기,전기 자동차 충전 종류,충전 시간에 대한 정보
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,21_11,"  구동용(고전압) 배터리 상태와 수명, 충전기의 사양, 주변 온도에 따라 배터리를 충전하는 시간이달라질 수 있습니다. 외부 충전기가 노후 되었거나 문제가 있을 경우 안전을 위해 배터리 충전이 중단 될 수 있습니다.정상적으로 작동하는 다른 충전기를 이용하십시오. 배터리 충전 과정에서 배터리 상태 확인을 위하여 최대 3분의 진단 시간이 추가될 수 있습니다.",29,전기차 시작하기,전기 자동차 충전 종류,충전 시간에 대한 정보
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,22_0,전기 자동차 충전 종류,30,전기차 시작하기,전기 자동차 충전 종류,전기 자동차 충전 종류
"""('HyundaiSansTextKR', 0, 9)""",,text,,22_1,충전 방법의 종류,30,전기차 시작하기,전기 자동차 충전 종류,전기 자동차 충전 종류
,./image/ioniq5_2024/22_0_table.jpeg,table,,22_2,"|    | 구 분       | 완속 충전                 | 급속 충전                 | 휴대용 충전            |
|---:|:------------|:--------------------------|:--------------------------|:-----------------------|
|  0 | 충전 인렛   | ONE1Q011036               | ONE1Q011037               | ONE1Q011036            |
|    | (차량)      |                           |                           |                        |
|  1 | 충전 커넥터 | ONE1Q011083               | OAEEQ016079N              | ONE1Q011083            |
|  2 | 충전 전원   | OLFP0Q5007K               | OAEEQ016023               | ONX4EPHQ011019L        |
|  3 | 충전 방법   | 공공 충전소의 완속 충전기 | 공공 충전소의 급속 충전기 | 가정용 전기 사용       |
|    |             | 이용                      | 이용                      |                        |
|  4 | 충전 시간   | 기본형: 약 9시간          | 기본형: 약 18분(350kW),   | 기본형: 약 26시간      |
|    |             | 항속형: 약 11시간 45분    | 약 63분(50kW)             | 항속형: 약 34시간 25분 |
|    |             | ※ 100% 까지 충전 가능     | 항속형: 약 18분(350kW),   | ※ 100% 까지 충전 가능  |
|    |             |                           | 약 73분(50kW)             |                        |
|    |             |                           | ※ 80%기준, 100% 까지      |                        |
|    |             |                           | 충전 가능                 |                        |",30,전기차 시작하기,전기 자동차 충전 종류,전기 자동차 충전 종류
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,22_23," 충전기의 형상 및 사용 방법은 각 충전기 제조사마다 다를 수 있습니다.구동용(고전압) 배터리 상태와 수명, 충전기의 사양, 주변 온도에 따라 배터리를 충전하는 시간이 달라질 수 있습니다.",30,전기차 시작하기,전기 자동차 충전 종류,전기 자동차 충전 종류
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,23_0,전기 자동차 충전 표시등,31,전기차 시작하기,전기 자동차 충전 표시등,
"""('HyundaiSansTextKR', 0, 9)""",,text,,23_1,구동용(고전압) 배터리 충전 시 차량 외부에서충전량을 확인할 수 있습니다.,31,전기차 시작하기,전기 자동차 충전 표시등,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,23_2,충전 상태 표시등,32,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,23_3,충전 도어,33,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
,./image/ioniq5_2024/23_4_img.png,image,,23_4,,33,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
,./image/ioniq5_2024/23_1_table.jpeg,table,,23_6,"|    | 충전 표시등 동작   | 충전량[%]   |
|---:|:-------------------|:------------|
|  0 |                    | 0 ~ 24      |
|  1 |                    | 25 ~ 49     |
|  2 |                    | 50 ~ 74     |
|  3 |                    | 75 ~ 100    |",33,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,23_15,전면 범퍼 중앙,34,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
,./image/ioniq5_2024/23_16_img.jpeg,image,,23_16,,34,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
,./image/ioniq5_2024/23_0_table.jpeg,table,,23_18,"|    | 충전 표시등 동작   | 충전량[%]   |
|---:|:-------------------|:------------|
|  0 |                    | 0 ~ 20      |
|  1 |                    | 21 ~ 40     |
|  2 |                    | 41 ~ 60     |
|  3 |                    | 61 ~ 80     |
|  4 |                    | 81 ~ 100    |",34,전기차 시작하기,전기 자동차 충전 표시등,충전 상태 표시등
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,24_0,충전 커넥터 잠금,35,전기차 시작하기,충전 커넥터 잠금,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,24_1,완속 충전 시 충전 커넥터 잠금 모드,36,전기차 시작하기,충전 커넥터 잠금,완속 충전 시 충전 커넥터 잠금 모드
